,cat
838228,1
279084,1
806222,16
72269,6
628850,1
797984,6
343773,8
323448,8
498334,25
57979,20
369700,13
598338,16
2685,15
873031,8
523840,6
748429,13
37213,8
819267,13
803801,26
5029,8
872842,20
575193,1
86774,8
569149,16
316037,1
17581,26
329506,20
776142,12
788867,26
621371,11
615195,6
836678,8
948816,8
849465,8
894750,22
506909,1
256589,20
950024,3
247064,6
766282,22
926488,20
327539,8
795359,8
889680,20
240531,6
43855,8
21357,8
760301,25
375303,8
822715,16
637357,1
747948,8
844124,1
747167,16
492,16
767251,20
533992,25
202613,26
492189,1
857118,8
793247,26
234204,8
901056,15
342969,16
778876,15
701480,8
681469,26
1011176,26
681151,16
455560,16
520930,13
105073,6
389035,1
179156,26
141594,16
160410,20
767380,16
175807,8
636543,1
924685,8
924421,16
505741,8
279506,1
248891,20
267865,26
165286,20
715575,8
942116,16
1455,26
589244,20
578602,8
457435,20
688398,15
418262,7
775464,20
684456,20
861337,20
308166,1
868187,8
675149,6
151032,8
522536,12
382385,22
486730,20
604849,8
616121,20
516591,8
157610,21
85569,15
334191,13
119005,13
385845,20
705298,1
282846,13
84949,13
852454,22
750598,19
271259,20
432659,8
43092,8
652923,8
680707,8
620631,9
398103,8
578628,9
366058,19
344329,20
19939,16
443513,20
149700,25
699859,8
78071,6
664461,7
769862,7
558437,1
127207,15
788043,16
686611,13
188956,6
222210,20
6828,20
520316,6
673674,8
355787,26
940578,8
270072,15
586169,16
759883,6
297437,19
12572,9
208170,20
580866,13
153061,6
590281,8
908728,20
251308,8
856665,26
60301,8
512539,26
319263,1
468220,9
266107,11
421767,8
145414,11
892884,15
48445,16
31833,8
588199,8
139990,8
264677,8
792539,20
173158,8
521949,8
376055,8
887866,1
727124,8
582328,13
832,15
874347,1
650448,8
494742,20
882373,9
875529,16
125344,1
273703,11
13596,8
7768,26
527823,1
334117,8
194957,1
46692,20
905029,8
394735,16
881732,1
227154,25
270798,26
164570,20
15012,15
98286,6
332427,6
437896,9
795827,20
474595,1
24614,7
22800,13
784334,20
200051,15
733510,26
648509,15
827710,7
868858,8
601115,8
844718,16
662501,11
32571,25
910374,4
11143,1
498792,8
891762,8
949953,13
311206,8
630925,8
319205,6
226333,8
667642,8
183290,19
933957,20
932260,8
882,26
27985,6
7811,6
646569,1
283649,20
324904,8
934372,4
942970,12
285873,26
117336,7
774110,16
214541,20
906224,19
455855,13
777909,3
44215,1
89198,8
824257,15
316665,20
827206,8
856154,25
470082,26
714392,20
511366,1
601988,16
726421,13
143501,16
719245,13
203624,20
447922,8
504927,1
136648,26
688377,8
673791,1
179727,8
924497,26
611715,11
299261,20
427365,8
759019,25
594207,20
325998,20
650624,8
646977,16
831536,1
761048,16
292762,20
460998,1
739565,20
223318,16
663378,6
493215,8
490294,20
349025,8
66516,26
403183,20
560932,11
606952,20
537165,8
769092,6
93862,8
691799,8
484173,11
78952,1
128855,20
706910,26
271033,15
264585,16
33964,1
436476,13
760652,8
216738,7
456978,4
613246,15
275735,6
420053,8
735080,8
282142,3
310823,26
670690,8
97918,8
370699,6
339349,20
146242,20
111310,16
2071,8
401598,15
839316,1
852031,8
465286,26
426013,20
638524,13
860936,1
859774,8
930961,8
117195,20
520982,8
798904,11
436892,8
779109,19
312134,6
279761,13
577918,1
563350,8
383048,13
841254,8
293289,20
730435,8
609217,9
246740,8
810457,26
813866,8
842111,15
467733,7
768081,8
217624,7
532463,15
899513,22
827688,8
626521,8
752376,8
286287,1
926224,20
922263,12
726146,16
330343,20
637654,26
502991,12
316513,15
187661,8
161986,8
510160,16
464084,8
460609,12
59223,11
837016,26
354329,8
352771,8
468746,8
72042,20
758046,8
672541,8
920174,8
641696,20
343817,13
206226,8
402849,9
170500,15
892495,6
295269,8
694345,27
648143,1
928827,26
86401,1
251224,1
575736,15
703342,8
625886,15
821270,8
273469,13
67770,1
937603,1
896947,26
919367,20
515185,8
623377,8
329682,26
875663,1
866636,1
791914,1
124235,20
944807,20
249701,20
437908,20
388805,26
264447,8
172496,8
622633,1
117840,26
932949,25
48696,26
925824,16
612134,1
628746,1
446525,1
90264,1
10391,20
692490,10
429456,8
238207,20
210443,3
639223,13
365234,1
107240,1
51360,22
854709,6
705272,1
430330,8
187598,15
656193,21
74763,26
113181,1
656170,26
31666,11
608010,16
720342,11
921174,7
371651,26
453078,25
687414,8
479501,8
313173,17
782888,6
456776,8
575613,12
488316,16
553724,9
665957,8
644153,8
245239,8
298423,16
562555,1
203961,13
664277,6
47407,1
487488,1
930415,1
441060,2
561010,8
33027,8
325625,8
121746,16
323478,20
660,1
917745,16
159178,11
919928,26
818801,8
595956,16
451649,7
230593,20
243748,8
456672,7
644405,15
630473,6
644704,1
706661,9
929714,12
726969,16
981207,26
96433,8
596487,11
725314,25
699802,16
33004,8
133260,1
951440,20
42588,8
74361,8
701502,1
551537,20
136020,15
43786,20
646146,6
886796,11
641465,1
573814,6
144783,16
245805,20
821172,25
273613,13
482150,20
452619,7
558624,8
369982,4
613125,1
222671,26
618969,20
1001,26
632293,20
830123,20
930356,8
89379,8
736811,15
363801,20
314137,8
330284,1
147899,15
424250,8
524914,22
856337,8
433554,16
306150,9
584895,16
199132,8
105678,20
867737,13
112468,8
302861,8
750786,17
921535,15
611139,19
521360,17
695861,13
308485,16
419707,16
234205,26
211959,16
895999,8
134058,16
86294,26
549097,8
477617,26
187141,8
753447,6
164855,26
648682,15
901895,13
741606,7
704955,13
457503,20
189648,1
777730,16
829462,20
249304,8
811702,15
731366,9
548731,8
432584,19
514044,11
779038,8
483094,20
120408,26
560132,26
300792,1
477348,7
605066,20
199484,8
494572,7
20308,13
828641,16
614093,22
475305,20
593474,1
144022,26
579735,22
505073,20
439392,8
56462,6
250443,20
850213,15
41205,6
494205,8
377559,13
303898,20
489359,13
532489,16
626478,8
769642,26
389020,15
38402,7
135719,20
148550,20
931359,8
921079,6
376608,6
35891,8
521007,20
722841,8
922436,26
800443,8
800831,15
160161,8
36211,8
866780,1
329128,8
615868,8
930374,8
703890,20
504536,20
258385,16
176810,20
253357,16
729606,13
796570,20
947554,16
933729,9
80099,8
520239,9
235136,13
77692,26
869468,12
616786,8
835994,13
60851,8
187183,13
515762,15
149255,16
942594,6
138174,6
578735,20
11097,8
82633,8
632303,8
130399,16
612759,6
56396,16
163918,22
202477,16
375042,8
440816,8
555247,1
317804,6
944745,26
615632,8
730891,8
755644,4
736394,25
454932,8
613559,1
797600,13
230099,20
325341,8
709914,11
228206,16
40737,21
139399,17
524461,1
162022,13
816298,13
807373,12
233045,16
217842,1
673945,20
371366,25
926971,6
139833,16
309597,8
284815,7
290829,13
56834,7
3034,19
151733,21
22203,20
438411,1
104502,25
113744,15
695547,8
634001,3
760703,8
831680,1
698675,8
438025,16
712805,8
764990,8
950640,26
433420,16
481335,25
256285,13
146402,21
536153,7
888013,15
1436,8
307726,6
109357,12
450031,26
844552,8
220662,20
216361,6
46067,16
944386,16
19476,1
892297,8
507902,27
894339,8
162198,1
766950,1
223120,13
828472,20
29284,4
351938,5
936092,4
249404,20
446514,26
90928,3
47393,16
521891,1
812952,20
332008,12
454670,16
317745,20
183862,8
554412,15
440892,1
863793,20
728203,8
785738,1
719430,8
103279,8
225836,11
849915,6
713034,16
458245,25
273548,8
31123,16
152748,12
858889,15
929524,8
523964,16
573294,8
928306,26
70062,8
652984,8
17058,1
673189,8
711,6
942016,26
201781,8
104220,15
774481,8
103802,8
571021,27
836337,13
918547,7
154085,6
728358,20
818596,8
75874,1
955556,26
168398,16
242237,13
820774,20
32,20
325259,1
935988,8
434282,26
811285,20
898283,20
888107,13
462482,20
721962,20
594005,26
78499,11
748621,26
118434,20
342310,1
126371,8
397183,8
64684,20
577164,16
264668,15
900818,6
690546,20
759355,1
902266,8
199595,26
138650,20
269353,20
325354,8
110932,20
67807,6
182664,8
246459,8
378479,17
818651,15
718615,6
901692,8
935160,16
111560,16
920719,12
277356,12
763587,8
788715,6
894196,20
361463,15
103285,1
586884,26
379121,16
183546,26
483900,6
470130,20
16960,6
731264,22
393281,20
867338,1
258280,7
229744,8
155955,26
224831,8
501671,8
231842,1
426028,6
944542,1
587111,13
62187,20
10071,8
450774,8
249082,20
453353,11
697919,8
152405,20
789739,16
829517,20
805964,1
686787,1
250150,16
421689,8
21416,26
519928,20
896742,20
917280,1
946778,21
38696,21
279271,26
26404,20
885248,15
17240,16
849790,26
609727,8
66996,8
541,26
643044,1
468352,20
639454,8
597991,8
367139,20
75134,26
964204,26
861456,1
216825,6
738100,8
896603,8
575651,4
735900,20
946141,8
87739,13
23534,8
604716,8
859195,15
342240,15
839721,20
934528,8
850963,15
729673,13
389546,22
58882,13
291978,20
125818,8
58387,8
937801,20
863193,8
310280,7
85038,6
714800,16
921865,8
382389,16
579202,1
403959,1
831893,1
320909,20
826847,19
760345,20
617678,14
109653,1
261285,26
281238,9
566917,8
759160,1
574440,6
117570,22
301008,8
546,3
579503,7
813985,8
185349,1
194982,26
310675,16
277590,16
279859,27
776446,20
541210,8
56295,15
121805,4
385557,20
366980,13
847314,1
921047,1
54227,26
8540,15
491,19
296726,15
248421,16
925713,26
82444,20
97716,8
35073,1
566341,15
135720,11
560082,13
741377,15
428895,25
814044,27
627473,6
926797,19
770231,9
340581,20
742624,20
19268,25
777477,20
853724,16
176764,15
807316,15
893304,21
143159,6
579091,26
687540,1
919335,6
697197,8
725176,1
710026,8
354011,13
543494,6
147454,8
120477,20
949126,19
220621,8
5556,1
936369,12
253726,20
513831,20
26618,8
240992,8
895267,16
891465,8
157023,26
189934,20
780713,26
804966,19
85075,15
855879,8
338613,8
779349,1
99648,20
412896,16
671529,12
508515,7
588138,1
919979,12
489242,20
323504,11
408817,19
141692,13
55098,8
534146,16
332502,11
933324,4
314597,19
232358,22
206011,1
1108,16
268265,16
108002,8
221919,1
901490,7
818928,8
190964,15
113433,20
520793,8
931338,19
636166,8
98034,20
614776,16
515628,16
580807,20
36175,1
918555,3
400262,11
14124,22
172662,3
600816,8
48715,8
519339,21
433873,15
118750,8
162959,20
126794,13
112037,20
234251,8
722404,8
427023,26
540555,1
439970,15
161491,8
784202,1
712531,11
164906,2
833805,15
940359,13
726594,7
867717,11
653180,20
251151,8
25378,8
921643,8
303606,20
235665,15
291291,8
669130,16
590106,19
928941,19
84782,20
396262,7
316188,1
627337,26
858382,15
381838,19
242509,1
675454,8
367365,20
549803,6
88505,26
269516,1
885995,1
912525,1
169944,8
469169,19
917241,1
266146,26
704752,16
564986,16
802602,16
69279,20
395047,8
606144,19
595764,20
599184,8
930290,26
361363,1
921190,20
919694,6
893514,15
628052,8
859823,6
810307,16
338264,8
850768,8
167312,20
592304,1
879889,25
34649,6
609114,13
443294,12
795648,24
889040,26
931233,7
24445,1
293850,12
925165,8
380784,20
409009,1
947953,1
736772,8
303088,8
672761,7
290192,15
20407,1
730629,21
59302,11
529176,20
701098,1
950525,20
270592,20
164561,25
746983,1
525596,1
547173,1
317807,1
101251,8
924266,1
790440,20
386261,20
847564,20
524383,8
888610,8
786518,11
326711,13
132826,7
328181,20
400377,13
337902,26
486930,16
911548,8
298122,1
854101,8
19843,8
289876,20
815149,16
746377,4
209678,20
860891,3
88548,19
141656,7
863971,20
533016,1
848640,16
846871,1
436989,20
703787,11
740619,16
686035,20
495939,4
179610,19
644407,0
415636,26
738453,7
351194,8
811929,25
649820,7
272440,16
633162,6
36137,7
432998,6
372483,8
259019,20
452099,16
407867,1
202368,25
921835,12
69312,7
418357,16
129419,8
271652,8
534466,1
609146,1
190483,19
175364,8
787862,1
816946,16
163396,25
290416,6
211004,7
897182,1
181423,20
64783,8
793269,1
152588,8
113903,1
635548,20
30964,16
875928,12
538510,1
302908,8
30349,20
634950,16
124159,8
931857,9
500670,1
262200,15
781221,12
307529,8
367537,19
105905,8
675224,20
291188,1
162100,6
214908,19
47297,6
507225,19
593851,20
501338,8
552627,21
838850,20
922853,8
617797,12
691738,13
194566,20
226363,13
536559,20
66817,20
725280,1
144560,16
369224,16
561085,6
443594,20
502895,16
292353,11
107575,7
684965,1
567488,8
419273,20
71981,1
47558,20
266872,20
731910,27
755269,26
552350,8
830197,16
927940,20
302817,16
277687,1
662665,20
504349,26
39400,11
218052,16
30384,1
222002,6
107197,8
362021,26
930191,12
256935,26
427803,25
588227,8
127475,16
767824,8
561346,1
916710,16
590614,1
511043,7
269797,16
947444,16
846496,15
918866,8
514023,8
375544,20
282,17
701413,27
214005,16
740236,6
666350,20
398727,21
880803,13
909307,1
297535,16
424023,8
950726,8
285922,16
928587,26
429798,6
355944,8
863881,20
577763,11
927742,8
635987,25
259977,26
704951,6
306795,6
889880,16
294971,20
905320,22
712090,19
603453,16
674369,6
921418,26
418448,8
311270,20
275143,8
726728,8
337844,15
541574,12
301157,3
419177,1
518575,8
716409,25
928619,20
178654,1
129559,26
616133,20
479425,20
951394,15
894401,1
741537,16
831157,25
891071,13
801311,19
674419,26
799697,6
514873,20
3307,6
680671,6
675053,26
213480,1
455763,8
345382,15
530695,1
357210,13
578625,6
188954,8
929575,26
721677,22
48439,20
269792,8
284404,20
419377,8
462817,12
480566,22
403381,8
720402,16
362821,16
841281,8
281029,20
123827,6
318184,22
74412,20
450106,16
566299,6
624276,14
920661,12
235905,8
305666,26
307203,1
794857,20
386607,8
515513,22
285190,16
548276,20
202715,13
882939,20
693691,8
558820,1
475626,16
925349,7
539506,1
146313,16
561968,26
616341,13
913943,1
518652,13
114238,10
538084,8
797092,19
757505,1
680083,16
560815,1
791984,7
222823,15
365350,18
934473,8
411021,26
866500,8
447293,20
529401,15
130921,20
485391,26
10872,16
224281,8
627570,15
443520,13
136594,8
928266,26
909606,26
352705,16
396189,8
188561,20
234078,13
590063,6
316862,16
729119,8
842220,16
773955,1
175382,8
835009,7
628680,1
474790,1
527448,13
926048,26
497779,19
836978,22
683168,8
684896,20
193725,1
173303,16
853187,6
758822,20
927024,12
180536,6
523308,8
588979,8
542326,22
20776,16
901781,20
790183,22
272039,22
123811,8
495395,20
63624,22
554589,16
922108,1
386023,20
119183,6
606971,1
587668,26
798273,19
932051,27
763811,1
489069,1
322632,26
3856,8
924699,12
750539,13
949610,8
613531,20
312871,8
246448,8
698275,1
372621,6
798747,1
47899,8
70661,4
816137,20
671966,8
658460,8
353595,8
412947,9
403160,25
567519,8
530431,20
213225,2
418581,1
103309,20
476648,26
535042,8
124905,6
251373,8
528582,26
728450,20
47251,26
46887,1
947139,16
540176,10
195144,8
116951,1
732126,20
167554,13
1004983,26
641913,22
262119,8
827181,1
139434,8
813617,8
884786,21
907912,8
568064,8
928924,13
902644,13
305652,26
513750,8
428206,20
313407,8
462281,1
865923,13
43138,9
597982,15
80456,8
917593,8
508220,13
1716,12
49193,1
675114,16
377547,16
896087,19
869154,20
276325,1
527432,20
18515,8
850358,26
150000,8
309959,1
105151,25
362679,15
323776,19
474532,13
863408,16
116393,13
880262,16
385943,1
217537,8
28612,8
583387,16
662230,26
950095,16
842717,16
619598,13
774615,20
416470,20
945976,16
926839,12
133455,20
3233,19
806660,15
586010,16
87887,16
129354,16
935082,8
828149,20
478218,25
938311,13
906669,26
932736,8
764225,12
863048,20
159045,8
835682,8
348257,1
196164,15
367657,1
208514,7
599181,20
367700,8
110774,1
694745,12
243705,1
280427,8
171970,8
938432,26
54019,13
777233,1
840227,8
397333,11
436495,8
790456,8
729943,15
137047,8
311524,16
119961,13
960292,26
279735,13
47924,26
158343,1
748454,8
334996,16
543602,19
827430,20
465184,20
366847,6
324460,8
767922,20
203284,8
174302,8
211744,16
606589,13
827244,20
392040,15
859926,9
100868,20
564059,16
608384,6
495147,6
790602,16
647265,8
773877,1
605875,20
28404,1
284872,11
117328,7
164533,26
693703,1
538587,8
747981,26
930409,12
22480,26
443886,1
605682,13
778036,15
438701,7
347912,15
949157,4
772000,26
621188,8
447300,8
810626,13
904023,8
880437,8
823277,20
104881,8
108898,8
722888,6
277778,8
650506,6
967631,26
817677,20
351074,20
405090,16
86757,8
176215,8
47029,1
360570,4
333399,20
922406,25
630601,20
872476,16
829341,8
14171,26
319777,20
801847,1
516971,26
356547,3
483978,13
823411,1
688183,26
16099,25
844513,1
45735,26
6597,16
529543,11
557263,1
6498,8
949405,16
321666,26
379761,13
35565,8
866680,13
932127,1
534190,8
777077,13
473819,16
47640,25
540160,16
407496,9
985866,4
570352,16
925586,1
950741,13
272747,20
717990,1
707875,20
489363,1
55407,1
138957,26
778035,16
919173,21
636542,8
777173,1
613348,13
401510,1
910,20
56492,13
748814,14
69296,18
257510,1
847859,1
620341,13
273380,20
583329,13
241586,4
561598,20
448149,26
87698,16
106015,16
131254,20
396954,20
440575,9
205054,16
643828,12
395681,16
352319,20
481420,8
411319,6
214365,20
424374,1
376550,1
887171,1
623708,16
149330,8
778385,6
155829,8
950249,8
862792,8
921563,22
45127,7
1660,1
624826,20
281456,8
733538,1
171530,13
676374,1
688218,6
515984,8
567633,3
308648,25
669932,19
75086,8
609034,13
234405,6
591806,25
842151,20
97362,20
838552,25
103926,26
928506,12
449356,8
203774,9
896103,8
196744,20
511420,12
592226,12
784075,4
629124,16
5219,20
439302,8
71628,16
380527,3
138029,1
312121,8
878504,16
523130,1
155599,6
592303,20
318563,8
650742,16
629715,26
516580,26
565232,4
78253,8
381854,15
412084,7
930080,20
929794,26
413439,12
185649,8
738411,20
309007,3
783589,20
921127,13
427587,20
685781,20
805618,7
864132,13
367438,1
341232,8
897393,25
46,3
828630,6
889037,25
928664,16
590163,11
878473,8
260894,6
839037,11
336122,19
417410,20
599927,8
174871,15
927021,1
824261,1
181719,20
722559,20
50196,8
122984,20
861529,26
593423,22
155813,11
758957,8
451450,8
102953,6
712885,25
937794,13
82762,8
945998,16
282988,9
563058,20
452031,4
63540,26
891414,1
187072,1
601060,25
891580,13
681319,20
339987,8
630265,23
447596,8
876663,8
627641,8
62241,20
525433,8
399979,26
335576,22
485445,8
702821,26
921856,16
947358,16
379957,13
369312,16
529357,20
706089,1
294780,20
71537,3
916219,1
772073,16
601365,6
469939,20
369161,16
752616,8
211887,20
42243,8
650406,1
42687,1
455,21
842693,14
497172,6
241070,8
121883,8
34073,25
848695,20
350779,8
381348,6
310951,1
395874,8
501127,20
222681,1
924235,6
205248,13
193457,11
287793,1
782450,12
506418,7
259350,13
670881,20
848029,20
102392,8
246004,22
115247,8
42418,16
414627,19
851113,20
31835,18
224034,6
299667,21
9504,8
240088,1
428710,20
532716,19
278968,8
652439,11
929699,12
935630,1
622762,8
928126,7
305466,26
557671,13
164151,20
597640,26
570736,8
337679,19
808200,13
169270,20
442950,19
536369,20
924379,20
864129,8
871731,15
702930,20
838324,8
656803,8
129601,1
342321,3
206615,15
122866,1
116259,8
537136,11
959724,26
632800,8
336866,1
497686,8
890166,21
238198,16
291004,8
291056,13
852098,20
777429,15
607890,15
899152,18
428875,25
291493,8
616731,12
951188,26
946828,16
543221,6
406977,8
71706,16
201802,20
877648,1
746454,8
51700,13
770843,20
574552,6
923250,8
15284,1
822879,8
249170,1
931087,9
738685,25
703083,16
529803,26
489323,11
30695,16
242306,13
920670,8
420047,20
622338,5
894275,1
421412,8
568407,20
779013,16
321242,12
311635,22
128038,13
738797,4
729493,15
944569,9
582153,8
939576,8
864691,13
438538,20
889024,15
77103,8
703059,8
753830,16
368766,16
248310,8
120327,3
406838,16
252781,21
885696,20
328889,19
705440,8
253962,20
531888,8
101261,1
921465,25
377368,1
549503,1
123723,20
408058,8
898675,6
591026,1
173815,8
291475,15
929205,8
103842,19
743592,13
126251,1
797159,20
452368,8
911016,6
451885,26
451029,7
35467,8
471550,20
467691,1
182352,19
110768,20
73565,6
269844,7
446783,26
93396,20
101281,1
68074,20
922733,26
